sysname	name	chr	posup	posdown	strand	control	type	alias	numPro	numTer	numSyn	numMiS	numNoS	Varelse	LocQTLLOD	info
YLR176C	RFX1	12	507797	510232	C	Verified	ORF	CRT1	0	3	23	5	0	1	0	Major transcriptional repressor of DNA-damage-regulated genes; recruits repressors Tup1p and Cyc8p to their promoters; involved in DNA damage and replication checkpoint pathway; similar to a family of mammalian DNA binding RFX1-4 proteins
YLR177W		12	511054	512940	W	Uncharacterized	ORF		3	0	4	1	0	1	6.29468998257747	Putative protein of unknown function; phosphorylated by Dbf2p-Mob1p in vitro; some strains contain microsatellite polymophisms at this locus; not an essential gene; YLR177W has a paralog, PSP1, that arose from the whole genome duplication
ARS1217		12	512867	513115			ARS	ARSXII-513								Autonomously Replicating Sequence
YLR178C	TFS1	12	513162	513821	C	Verified	ORF	DKA1	0	3	2	1	0	0	12.2541989688194	Inhibitor of carboxypeptidase Y (Prc1p), and Ras GAP (Ira2p); phosphatidylethanolamine-binding protein (PEBP) family member and ortholog of hPEBP1/RKIP, a natural metastasis suppressor; targets to vacuolar membranes during stationary phase; acetylated by NatB N-terminal acetyltransferase; protein abundance increases in response to DNA replication stress
YLR179C		12	514108	514713	C	Verified	ORF		0	5	0	3	0	2	261.298922221444	Protein of unknown function with similarity to Tfs1p; transcription is activated by paralogous proteins Yrm1p and Yrr1p along with proteins involved in multidrug resistance; GFP-tagged protein localizes to the cytoplasm and nucleus
YLR180W	SAM1	12	515262	516410	W	Verified	ORF	methionine adenosyltransferase SAM1|ETH10	10	0	5	0	0	0	37.9717744945542	S-adenosylmethionine synthetase; catalyzes transfer of the adenosyl group of ATP to the sulfur atom of methionine; SAM1 has a paralog, SAM2, that arose from the whole genome duplication
YLR181C	VTA1	12	516678	517670	C	Verified	ORF		0	2	3	4	0	0	35.3775598452314	Multivesicular body (MVB) protein; involved in endosomal protein sorting; regulates Vps4p activity by promoting its oligomerization; has an N-terminal Vps60- and Did2- binding domain, a linker region, and a C-terminal Vps4p binding domain
YLR182W	SWI6	12	517940	520351	W	Verified	ORF	transcriptional regulator SWI6|SDS11|PSL8	6	0	11	4	0	0	3.07574232457213	Transcription cofactor; forms complexes with Swi4p and Mbp1p to regulate transcription at the G1/S transition; involved in meiotic gene expression; also binds Stb1p to regulate transcription at START; cell wall stress induces phosphorylation by Mpk1p, which regulates Swi6p localization; required for the unfolded protein response, independently of its known transcriptional coactivators
YLR183C	TOS4	12	520543	522012	C	Verified	ORF		0	2	3	2	0	0	18.1664974729673	Putative transcription factor, contains Forkhead Associated domain; binds chromatin; involved in expression homeostasis, buffering of mRNA synthesis rate against gene dosage changes during S phase; target of SBF transcription factor; expression is periodic and peaks in G1; involved in DNA replication checkpoint response; interacts with Rpd3 and Set3 histone deacetylase complexes; APCC(Cdh1) substrate; relative distribution to nucleus increases upon DNA replication stress
YLR184W		12	522106	522453	W	Dubious	ORF		1	0	0	0	0	2	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YLR185W	RPL37A	12	522663	523288	W	Verified	ORF	eL37|ribosomal 60S subunit protein L37A|L37e|YL35|L43|L37A	3	0	3	2	2	2	0	Ribosomal 60S subunit protein L37A; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37A has a paralog, RPL37B, that arose from the whole genome duplication
YLR186W	EMG1	12	523632	524390	W	Verified	ORF	18S rRNA pseudouridine methyltransferase|NEP1	1	0	0	0	0	0	0	Methyltransferase for rRNA; methylates pseudouridine 18S rRNA residue 1191; member of the SPOUT methyltransferase family; required for maturation of 18S rRNA and for 40S ribosomal subunit production independent of methyltransferase activity; forms homodimers; human ortholog is mutated in Bowen-Conradi syndrome, and equivalent yeast mutation affects Emg1p dimerization and localization but not methyltransferase activity; human EMG1 complements lethality of null and ts mutant
YLR187W	SKG3	12	524865	527945	W	Verified	ORF		0	0	15	7	0	0	0	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; potential Cdc28p substrate; similar to Skg4p; relocalizes from bud neck to cytoplasm upon DNA replication stress; SKG3 has a paralog, CAF120, that arose from the whole genome duplication
YLR188W	MDL1	12	528300	530387	W	Verified	ORF	ATP-binding cassette permease MDL1	3	0	10	2	0	0	47.7763793007849	Mitochondrial inner membrane half-type ABC transporter; mediates export of peptides generated upon proteolysis of mitochondrial proteins; plays a role in the regulation of cellular resistance to oxidative stress
YLR189C	ATG26	12	530797	534393	C	Verified	ORF	UGT51	0	6	15	2	0	0	22.6435578884108	UDP-glucose:sterol glucosyltransferase; conserved enzyme involved in synthesis of sterol glucoside membrane lipids; in contrast to ATG26 from P. pastoris, S. cerevisiae ATG26 is not involved in autophagy
YLR190W	MMR1	12	535214	536689	W	Verified	ORF		0	0	0	0	0	0	0	Phosphorylated protein of the mitochondrial outer membrane; localizes only to mitochondria of the bud; interacts with Myo2p to mediate mitochondrial distribution to buds; mRNA is targeted to the bud via the transport system involving She2p
YLR191W	PEX13	12	537272	538432	W	Verified	ORF	peroxin PEX13|PAS20	1	0	0	1	0	0	0	Peroxisomal importomer complex component; integral peroxisomal membrane protein required for docking and translocation of peroxisomal matrix proteins; interacts with the PTS1 signal recognition factor Pex5p and the PTS2 signal recognition factor Pex7p; forms a complex with Pex14p and Pex17p; human homolog PEX13 complements yeast null mutant
YLR192C	HCR1	12	538792	539589	C	Verified	ORF	translation initiation factor eIF3 core subunit j	0	0	0	0	0	0	0	eIF3j component of translation initiation factor 3 (eIF3); dual function protein involved in translation initiation as a substoichiometric component (eIF3j) of eIF3; required for 20S pre-rRNA processing; required at post-transcriptional step for efficient retrotransposition; absence decreases Ty1 Gag:GFP protein levels; binds eIF3 subunits Rpg1p, Prt1p and 18S rRNA; eIF3 also involved in programmed stop codon read through; human homolog EIF3J can complement yeast hcr1 mutant
YLR193C	UPS1	12	540009	540536	C	Verified	ORF		0	1	0	0	0	0	0	Phosphatidic acid transfer protein; plays a role in phospholipid metabolism by transporting phosphatidic acid from the outer to the inner mitochondrial membrane; localizes to the mitochondrial intermembrane space; null mutant has altered cardiolipin and phosphatidic acid levels; ortholog of human PRELI
YLR194C	NCW2	12	540809	541573	C	Verified	ORF		0	0	0	0	0	0	3.3819979460285	Structural constituent of the cell wall; attached to the plasma membrane by a GPI-anchor; expression is upregulated in response to cell wall stress; null mutant is sensitive to the antifungal agent polyhexamethylene biguanide, resistant to zymolyase treatment and has increased chitin deposition
YLR195C	NMT1	12	541937	543304	C	Verified	ORF	glycylpeptide N-tetradecanoyltransferase NMT1|CDC72	0	0	0	2	0	0	0	N-myristoyl transferase; catalyzes the cotranslational, covalent attachment of myristic acid to the N-terminal glycine residue of several proteins involved in cellular growth and signal transduction
YLR196W	PWP1	12	543968	545698	W	Verified	ORF	rRNA-processing protein PWP1	4	0	0	2	0	0	8.24469146414798	Protein with WD-40 repeats involved in rRNA processing; associates with trans-acting ribosome biogenesis factors; similar to beta-transducin superfamily
YLR197W	NOP56	12	546097	547611	W	Verified	ORF	snoRNP complex protein NOP56|SIK1	3	0	0	1	0	0	0	Essential evolutionarily-conserved nucleolar protein; component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects
YLR198C		12	547286	547645	C	Dubious	ORF		0	0	0	0	0	0	0	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps the verified gene SIK1/YLR197W
YLR199C	PBA1	12	547853	548769	C	Verified	ORF	POC1	0	0	3	1	0	0	3.50747812500986	Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly
YLR200W	YKE2	12	549012	549356	W	Verified	ORF	tubulin-binding prefolding complex subunit YKE2|PFD6|GIM1	2	0	0	1	0	0	5.72180083277296	Subunit of the heterohexameric Gim/prefoldin protein complex; involved in the folding of alpha-tubulin, beta-tubulin, and actin; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation
YLR201C	COQ9	12	549511	550293	C	Verified	ORF	ubiquinone biosynthesis protein COQ9|FMP53	0	1	0	0	0	0	4.07804362226973	Protein required for ubiquinone biosynthesis and respiratory growth; localizes to matrix face of mitochondrial inner membrane in a large complex with ubiquinone biosynthetic enzymes; ubiquinone is also known as coenzyme Q; human homolog COQ9 can complement yeast coq9 null mutant
YLR202C		12	550194	550636	C	Dubious	ORF		0	0	0	1	0	0	6.93871591104189	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YLR201C; ORF contains a putative intron
YLR203C	MSS51	12	550650	551960	C	Verified	ORF		0	1	0	0	0	0	5.79797497821406	Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; localizes to vacuole membrane in response to H2O2; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase; binds to heme B, which may be a mechanism for sensing oxygen levels in order to regulate cytochrome c oxidase biogenesis
YLR204W	QRI5	12	552270	552605	W	Verified	ORF	COX24	0	0	0	0	0	0	2.93371789296858	Mitochondrial inner membrane protein; required for accumulation of spliced COX1 mRNA; may have an additional role in translation of COX1 mRNA
YLR205C	HMX1	12	552724	553677	C	Verified	ORF		0	1	6	1	0	1	0	ER localized heme oxygenase; involved in heme degradation during iron starvation and in the oxidative stress response; expression is regulated by AFT1 and oxidative stress; relocates to the perinuclear region in the presence of oxidants
YLR206W	ENT2	12	554578	556419	W	Verified	ORF	epsin	5	0	8	0	0	2	0	Epsin-like protein required for endocytosis and actin patch assembly; functionally redundant with Ent1p; contains clathrin-binding motif at C-terminus; ENT2 has a paralog, ENT1, that arose from the whole genome duplication
YLR207W	HRD3	12	556788	559289	W	Verified	ORF	ubiquitin ligase complex subunit HRD3	5	0	8	3	0	1	15.5499311170257	ER membrane protein that plays a central role in ERAD; forms HRD complex with Hrd1p and ER-associated protein degradation (ERAD) determinants that engages in lumen to cytosol communication and coordination of ERAD events
YLR208W	SEC13	12	559551	560444	W	Verified	ORF	GTPase-activating protein SEC13|ANU3	4	0	4	0	0	0	4.4189683634327	Structural component of 3 complexes; subunit of the Nup84p nuclear pore subcomplex that contributes to nucleocytoplasmic transport and NPC biogenesis; subunit of the COPII vesicle coat required for ER-to-Golgi transport; subunit of SEACAT, a subcomplex of the coatomer-related, vacuolar-associated SEA complex, that inhibits the TORC1 inhibitory role of SEACIT (Iml1p-Npr2p-Npr3p), a GAP for Gtr1p, thereby resulting in activation of TORC1 signaling; human SEC13 homolog
YLR209C	PNP1	12	560797	561732	C	Verified	ORF	purine-nucleoside phosphorylase	0	2	0	0	0	0	0	Purine nucleoside phosphorylase; specifically metabolizes inosine and guanosine nucleosides; involved in the nicotinamide riboside salvage pathway
YLR210W	CLB4	12	562008	563390	W	Verified	ORF	B-type cyclin CLB4	2	0	5	1	0	0	0	B-type cyclin involved in cell cycle progression; activates Cdc28p to promote the G2/M transition; may be involved in DNA replication and spindle assembly; accumulates during S phase and G2, then targeted for ubiquitin-mediated degradation; CLB4 has a paralog, CLB3, that arose from the whole genome duplication
YLR211C	ATG38	12	563792	564531	C	Verified	ORF		0	5	0	0	0	0	0	Homodimeric subunit of autophagy-specific PtdIns-3-kinase complex I; required for the integrity of the active PtdIns-3-kinase complex I by maintaining an association between Vps15p-Vps34p and Atg14p-Vps30p subcomplexes; localizes to the pre-autophagosomal structure (PAS) in an Atg14p-dependent manner; ATG38 is non-essential but is required for macroautophagy
YLR212C	TUB4	12	564860	566281	C	Verified	ORF	gamma-tubulin	0	0	0	0	0	0	0	Gamma-tubulin; involved in nucleating microtubules from both the cytoplasmic and nuclear faces of the spindle pole body; protein abundance increases in response to DNA replication stress
YLR213C	CRR1	12	566654	567922	C	Verified	ORF	putative glycosylase	0	0	0	0	0	0	0	Putative glycoside hydrolase of the spore wall envelope; required for normal spore wall assembly, possibly for cross-linking between the glucan and chitosan layers; expressed during sporulation
YLR214W	FRE1	12	568567	570627	W	Verified	ORF	ferric/cupric-chelate reductase	4	0	2	2	0	0	0	Ferric reductase and cupric reductase; reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels
YLR215C	CDC123	12	570776	571858	C	Verified	ORF	cell proliferation protein CDC123	0	2	5	3	0	0	47.7331704749461	Assembly factor for the eIF2 translation initiation factor complex; regulates translational initiation; conserved residues of this ATP-Grasp protein that bind to ATP-Mg2+ in the pombe ortholog are required for complex assembly in budding yeast; interaction with eIF2 subunit Gcd11p facilitates complex assembly and activity; required for the START transition and timely progression through G2; regulated by nutrient availability; human ortholog complements the yeast mutant
YLR216C	CPR6	12	572096	573211	C	Verified	ORF	peptidylprolyl isomerase CPR6|CYP40	0	6	2	3	0	0	0	Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; plays a role in determining prion variants; binds to Hsp82p and contributes to chaperone activity; protein abundance increases in response to DNA replication stress
